DTC Kodu,Başlık,Alt Sistem,Öncelik,Neden Sayısı,Adım Sayısı
B0023,B0023 - ISO/SAE Reserved (üretici ataması yok),"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0024,Left Front/Driver Frontal Deployment Loop (Single Stage or Stage 1) Short to Ground/Voltage Out of Range,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0025,B0025 - ISO/SAE Reserved (üretici ataması yok),"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0026,Left Front/Driver Frontal Deployment Loop (Single Stage or Stage 1) Open,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0027,B0027 - ISO/SAE Reserved (üretici ataması yok),"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0028,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0029,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0030,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0031,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0032,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0033,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0034,B0034 - ISO/SAE Reserved (üretici ataması yok),"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0035,ADS Closed/Shorted to Ground,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0036,ADS Open/Missing/Shorted to Battery,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0037,AUX switch closed/shorted to ground,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0038,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0039,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0040,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0041,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0042,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0043,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0044,Left Front/Driver Frontal Deployment Loop Circuit,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0045,Left Front Side Deploy Loop Short to Ground/Voltage Out of Range,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
U0046,Vehicle Communication Bus C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0047,Vehicle Communication Bus C Performance,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0048,Vehicle Communication Bus C (+) Open,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0049,Vehicle Communication Bus C (+) Low,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0050,Vehicle Communication Bus C (+) High,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0051,Vehicle Communication Bus C (-) Open,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0052,Vehicle Communication Bus C (-) Low,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0053,Vehicle Communication Bus C (-) High,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0054,Vehicle Communication Bus C (-) shorted to Bus C (+),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0055,Vehicle Communication Bus D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0056,Vehicle Communication Bus D Performance,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0057,Vehicle Communication Bus D (+) Open,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0058,Vehicle Communication Bus D (+) Low,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0059,Vehicle Communication Bus D (+) High,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0060,Vehicle Communication Bus D (-) Open,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0061,Vehicle Communication Bus D (-) Low,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0062,Vehicle Communication Bus D (-) High,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0063,Vehicle Communication Bus D (-) shorted to Bus D (+),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0064,Vehicle Communication Bus E,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0065,Vehicle Communication Bus E Performance,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0066,Vehicle Communication Bus E (+) Open,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0067,Vehicle Communication Bus E (+) Low,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0068,Vehicle Communication Bus E (+) High,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0069,Vehicle Communication Bus E (-) Open,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0070,Vehicle Communication Bus E (-) Low,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0071,Vehicle Communication Bus E (-) High,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0072,Vehicle Communication Bus E (-) shorted to Bus E (+),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0073,Control Module Communication Bus A Off,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0076,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0077,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0078,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0079,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0080,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0081,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0082,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0083,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0084,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0085,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0086,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0087,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0088,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0089,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0090,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0091,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0092,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0093,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0094,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0095,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0096,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0097,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0098,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0099,Reserved by Document,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0101,Lost Communication with Transmission Control Module (TCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0102,Lost Communication with Transfer Case Control Module (TCCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0103,Lost Communication with Gear Shift Control (GSC) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0104,Lost Communication with Cruise Control Module (CCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0105,Lost Communication with Fuel Injector Control Module (FICM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0106,Lost Communication with Glow Plug Control Module (GPCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
P2030,Fuel Fired Heater Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",CRITICAL_STOP,5,3
P2031,Exhaust Gas Temperature EGT Sensor Circuit Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2032,Exhaust Gas Temperature EGT Sensor Circuit Low Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,14,4
P2033,Exhaust Gas Temperature EGT Sensor Circuit High Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,14,4
P2034,Exhaust Gas Temperature EGT Sensor Circuit Low Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2035,Exhaust Gas Temperature EGT Sensor Circuit Low Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2036,Exhaust Gas Temperature EGT Sensor Circuit High Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2037,Reductant Injection Air Pressure Sensor A Circuit,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2038,Reductant Injection Air Pressure Sensor A Circuit Range/Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2039,Reductant Injection Air Pressure Sensor A Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2040,Reductant Injection Air Pressure Sensor A Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2041,Reductant Injection Air Pressure Sensor A Circuit Intermittent,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2042,Reductant Temperature Sensor Circuit,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2043,Reductant Temperature Sensor Circuit Range/Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2044,Reductant Temperature Sensor Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2045,Reductant Temperature Sensor Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2046,Reductant Temperature Sensor Circuit Intermittent,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2047,Reductant Injection Valve Circuit/Open Bank 1 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2048,Reductant Injection Valve Circuit Low Bank 1 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2049,Reductant Injection Valve Circuit High Bank 1 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2050,Reductant Injection Valve Circuit/Open Bank 2 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2051,Reductant Injection Valve Circuit Low Bank 2 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2052,Reductant Injection Valve Circuit High Bank 2 Unit 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2053,Reductant Injection Valve Circuit/Open Bank 1 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2054,Reductant Injection Valve Circuit Low Bank 1 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2055,Reductant Injection Valve Circuit High Bank 1 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2056,Reductant Injection Valve Circuit/Open Bank 2 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2057,Reductant Injection Valve Circuit Low Bank 2 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2058,Reductant Injection Valve Circuit High Bank 2 Unit 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,1
P2059,Reductant Injection Air Pump Control Circuit/Open,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2060,Reductant Injection Air Pump Control Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2061,Reductant Injection Air Pump Control Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2062,Reductant/Regeneration Supply Control Circuit/Open,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2063,Reductant/Regeneration Supply Control Circuit Low,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2064,Reductant/Regeneration Supply Control Circuit High,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2065,Fuel Level Sensor B Circuit Malfunction,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2066,Fuel Level Sensor B Circuit Range/Performance,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2067,Fuel Level Sensor B Circuit Low Input,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2068,Fuel Level Sensor B Circuit High Input,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2069,Fuel Level Sensor B Circuit Intermittent,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,3
P2070,Intake Manifold Tuning (IMT) Valve Stuck Open Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,3
P2071,Intake Manifold Tuning (IMT) Valve Stuck Closed Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,3
P2072,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2073,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2074,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,3,3
P2075,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2076,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,4,3
P2077,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,11,3
P2078,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,11,3
P2079,OBD Code,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,11,3
P2080,EGT Sensor Circ Performance Bank 1 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2081,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 1 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2082,EGT Sensor Circ Performance Bank 2 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2083,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 2 Sensor 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2084,EGT Sensor Circ Performance Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2085,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 1 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2086,EGT Sensor Circ Performance Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,6,4
P2087,Exhaust Gas Temperature EGT Sensor Circuit Intermittent Bank 2 Sensor 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,4
P2088,A Camshaft Position Actuator Control Circuit Low Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,6,4
P2089,A Camshaft Position Actuator Control Circuit High Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,6,4
P0051,Oxygen (A/F) Sensor Heater Control Circuit Low (Bank 2 Sensor 1),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0052,Oxygen (A/F) Sensor Heater Control Circuit High (Bank 2 Sensor 1),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0053,HO2S Heater Resistance Bank 1 Sensor 1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0054,HO2S Heater Resistance Bank 1 Sensor 2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0055,HO2S Heater Resistance Bank 1 Sensor 3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0056,Heated Oxygen Sensor Control Circuit B1S2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0057,HO2S Heater Control Circuit Low B2S2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0058,HO2S Heater Control Circuit High (Bank 2 Sensor 2),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,6,3
P0059,HO2S Heater Resistance Bank 2 Sensor 1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0060,HO2S Heater Resistance Bank 2 Sensor 2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0061,HO2S Heater Resistance Bank 2 Sensor 3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,2
P0062,HO2S Heater Control Circuit B2S3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0063,HO2S Heater Control Circuit Low B2S3,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0064,HO2S Heater Control Circuit High (Bank 2 Sensor 3),Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,6,3
P0065,Air Assisted Injector Control Range Performance,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,6,3
P0066,Air Assisted Injector Control Circuit Or Circuit Low,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,CRITICAL_STOP,6,3
P0069,Manifold Absolute Pressure - Barometric Pressure Correlation,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0070,Ambient Air Temperature Sensor Circuit,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0071,Ambient Air Temperature Sensor Performance,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,6,3
P0072,Ambient Air Temperature Sensor Circuit Low,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0073,Ambient Air Temperature Sensor Circuit High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0074,Ambient Air Temperature Sensor Circuit Intermittent,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,6,3
P0075,Intake Valve Control Solenoid Circuit B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0076,Intake Valve Control Solenoid Circuit Low B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0077,Intake Valve Control Solenoid Circuit High B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0078,Exhaust Valve Control Solenoid Circuit B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0079,Exhaust Valve Control Solenoid Circuit Low B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0080,Exhaust Valve Control Solenoid Circuit High B1,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0081,Intake Valve Control Solenoid Circuit B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0082,Intake Valve Control Solenoid Circuit Low B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0083,Exhaust Valve Control Solenoid Circuit High B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0084,Exhaust Valve Control Solenoid Circuit B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0085,Exhaust Valve Control Solenoid Circuit Low B2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,3,3
P0086,Exhaust Valve Control Solenoid Circuit High Bank 2,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0088,Fuel Rail/System Pressure - Too High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,4,3
P0089,Fuel Pressure Regulator 1 Performance,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0090,Fuel Pressure Regulator 1 Control Circuit Open,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0091,Fuel Pressure Regulator 1 Control Circuit Low,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0092,Fuel Pressure Regulator 1 Control Circuit High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0093,Fuel System Large Leak Detected,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,4
P0094,Fuel System Small Leak Detected,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,LOW,4,2
P0095,IAT Sensor 2 Circuit Malfunction,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,5,3
P0096,IAT Sensor 2 Circuit Malfunction,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,8,3
P0097,IAT Sensor 2 Circuit Low Input,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,6,3
P0098,IAT Sensor 2 Circuit High,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,10,3
P0099,IAT Circuit Sensor 2 Intermittent,Yakıt Ölçümü & Hava Emiş / Kam Mili Zamanlaması,MEDIUM,6,1
P0100,MAF Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,4,4
P0102,Mass Air Flow MAF Circuit Low,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,8,4
P0103,Mass Air Flow MAF Circuit High,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,4
P0104,Mass Air Flow MAF Circuit Intermittent,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,4
P0105,MAP Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,6,4
P0106,MAP/Barometric Pressure Circuit Range/Performance Problem,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,6,4
P0107,Manifold Absolute Pressure/Barometric Pressure Circuit Low Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,6,3
P0108,MAP Pressure Circuit High Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,6,3
P0109,MAP / Baro Pressure Circuit Intermittent,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,5,3
P0110,IAT Sensor 1 Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,9,3
P0111,IAT Sensor 1 Circuit Malfunction,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,9,3
P0112,Intake Air Temperature Sensor 1 Circuit Low Input,"Yakıt & Hava Ölçümü (MAF, MAP, O2, ECT Sensörleri)",MEDIUM,11,3
C0046,Brake Pressure Sensor A/B,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0047,Brake Booster Pressure Sensor,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0048,Brake Booster Travel Sensor,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0049,Brake Fluid Level,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0050,Right Rear Wheel Speed Circuit Malfunction,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0051,Steering Wheel Position Sensor,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0052,Steering Wheel Position Sensor Signal A,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0053,Steering Wheel Position Sensor Signal B,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0054,Steering Wheel Position Sensor Signal C,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
